Median_D492	Median_D492_Her2	Median_D492M	D492_1	D492_2	D492_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	Coefficient of variation_D492	Coefficient of variation_D492_Her2	Protein ID_total	Protein ID_R1	Protein Names_R1	Gene Name (GN)_R1	Protein ID_R2	Protein Names_R2	Gene Name (GN)_R2	Protein ID_R3	Protein Names_R3	Gene Name (GN)_R3
-0.588041424751282	-0.566592752933502	1.15463411808014	0.902499974	0.9005	0.942099988	0.903699994	0.872699976	0.933799982	0.025640315	0.033817919	A0A024RCM3	A0A024RCM3	DDX39B	hCG_2005638	A0A024RCM3	DDX39B	hCG_2005638	A0A024RCM3	DDX39B	hCG_2005638
0.315214604139328	-1.11962592601776	0.804411292076111	1.084900022	0.952199996	0.941999972	0.808000028	0.849099994	0.811999977	0.080281481	0.027535715	C9J0J7	C9J0J7	Profilin	PFN2	C9J0J7	Profilin	PFN2	C9J0J7	Profilin	PFN2
-1.09764659404755	0.859272956848145	0.238373577594757	0.892199993	NaN	0.941900015	1.055099964	NaN	1.021999955	0.038322035	0.022536461	Q15393	Q15393	Splicing factor 3B subunit 3	SF3B3				Q15393	Splicing factor 3B subunit 3	SF3B3
-1.14689075946808	0.457336962223053	0.689553797245026	0.830600023	0.905099988	0.941500008	0.987999976	0.970200002	1.083600044	0.063346309	0.060147977	Q9BY44	Q9BY44	Eukaryotic translation initiation factor 2A	EIF2A	Q9BY44	Eukaryotic translation initiation factor 2A	EIF2A	Q9BY44	Eukaryotic translation initiation factor 2A	EIF2A
-1.00270843505859	0.00543911382555962	0.997269332408905	NaN	0.948800027	0.940900028	NaN	0.986400008	0.958899975	0.005912201	0.019992248	B2RCM2				B2RCM2	cDNA, FLJ96156, highly similar to Homo sapiens leucyl-tRNA synthetase (LARS), mRNA		B2RCM2	cDNA, FLJ96156, highly similar to Homo sapiens leucyl-tRNA synthetase (LARS), mRNA	
-0.93253892660141	1.05599677562714	-0.12345789372921	0.908800006	1.030200005	0.940800011	1.086300015	0.994700015	1.157400012	0.065547267	0.075560426	Q3MHD2	Q3MHD2	Protein LSM12 homolog	LSM12	Q3MHD2	Protein LSM12 homolog	LSM12	Q3MHD2	Protein LSM12 homolog	LSM12
-1.15469336509705	0.573812365531921	0.580880999565125	0.950900018	0.957700014	0.940400004	1.052000046	0.999800026	0.985400021	0.009177641	0.03461307	B3KTJ9	B3KTJ9	cDNA FLJ38393 fis, clone FEBRA2007212		B3KTJ9	cDNA FLJ38393 fis, clone FEBRA2007212		B3KTJ9	cDNA FLJ38393 fis, clone FEBRA2007212	
-0.118795111775398	-0.935296237468719	1.05409133434296	NaN	0.946200013	0.939599991	NaN	0.906700015	0.899600029	0.004949539	0.00555882	Q9H074				Q9H074	Polyadenylate-binding protein-interacting protein 1	PAIP1	Q9H074	Polyadenylate-binding protein-interacting protein 1	PAIP1
0.404066920280457	-1.13880848884583	0.734741568565369	0.860300004	0.919200003	0.939300001	0.572600007	0.525399983	0.542200029	0.045303791	0.043758688	P49750-4	P49750-4	Isoform 4 of YLP motif-containing protein 1	YLPM1	P49750-4	Isoform 4 of YLP motif-containing protein 1	YLPM1	P49750-4	Isoform 4 of YLP motif-containing protein 1	YLPM1
0.114469781517982	-1.05230903625488	0.937839210033417	0.921800017	0.947300017	0.939100027	0.856999993	0.807900012	0.852800012	0.013906925	0.032430307	B4DRG7	B4DRG7	Condensin complex subunit 2		B4DRG7	Condensin complex subunit 2		B4DRG7	Condensin complex subunit 2	
-0.595028817653656	-0.55948942899704	1.1545182466507	0.891700029	0.885200024	0.938799977	0.893899977	0.820599973	0.939999998	0.032312851	0.068051413	A0A140VK70	A0A140VK70	Testis secretory sperm-binding protein Li 197a		A0A140VK70	Testis secretory sperm-binding protein Li 197a		A0A140VK70	Testis secretory sperm-binding protein Li 197a	
-0.954814374446869	1.03976571559906	-0.0849514007568359	1.028599977	0.943000019	0.938399971	1.094200015	1.007099986	1.073699951	0.052372343	0.043027974	P50479	P50479	PDZ and LIM domain protein 4	PDLIM4	P50479	PDZ and LIM domain protein 4	PDLIM4	P50479	PDZ and LIM domain protein 4	PDLIM4
0.466249823570251	-1.14797914028168	0.681729376316071	NaN	0.99849999	0.938000023	NaN	0.733099997	0.727699995	0.044182738	0.00522779	A0A024R943				A0A024R943	Torsin family 3, member A, isoform CRA_b	TOR3A	A0A024R943	Torsin family 3, member A, isoform CRA_b	TOR3A
-0.220030546188354	-0.871661841869354	1.09169232845306	1.037400007	0.907999992	0.938000023	0.907199979	0.887899995	0.909500003	0.070469665	0.013158344	Q9NR45	Q9NR45	Sialic acid synthase	NANS	Q9NR45	Sialic acid synthase	NANS	Q9NR45	Sialic acid synthase	NANS
0.155215725302696	-1.06853222846985	0.913316488265991	0.889800012	NaN	0.937300026	0.724900007	NaN	0.823099971	0.036766002	0.089712999	B8ZZG1	B8ZZG1	MAGUK p55 subfamily member 6	MPP6				B8ZZG1	MAGUK p55 subfamily member 6	MPP6
-1.15261793136597	0.636341094970703	0.516276836395264	0.861000001	0.843100011	0.93720001	1.00999999	0.96359998	1.072600007	0.056755489	0.05387068	Q6FHM2	Q6FHM2	GNB2 protein	GNB2	Q6FHM2	GNB2 protein	GNB2	Q6FHM2	GNB2 protein	GNB2
-0.782748579978943	1.12654674053192	-0.343798130750656	0.926900029	1.051499963	0.936800003	1.211699963	1.241600037	1.122099996	0.071271662	0.052178034	Q5JRA6-2	Q5JRA6-2	Isoform 2 of Transport and Golgi organization protein 1 homolog	MIA3	Q5JRA6-2	Isoform 2 of Transport and Golgi organization protein 1 homolog	MIA3	Q5JRA6-2	Isoform 2 of Transport and Golgi organization protein 1 homolog	MIA3
-0.813402771949768	1.11647737026215	-0.303074598312378	0.898999989	0.975799978	0.936800003	1.000699997	1.181800008	1.175799966	0.040974773	0.091894559	Q7Z7F0	Q7Z7F0	Protein BLOM7	KIAA0907	Q7Z7F0	Protein BLOM7	KIAA0907	Q7Z7F0	Protein BLOM7	KIAA0907
0.447744369506836	-1.1456333398819	0.697889029979706	0.970700026	0.958899975	0.936600029	0.707700014	0.695800006	0.697099984	0.018125733	0.009322541	Q6FGX3	Q6FGX3	RAB6A protein	RAB6A	Q6FGX3	RAB6A protein	RAB6A	Q6FGX3	RAB6A protein	RAB6A
-0.0520126707851887	-0.97297865152359	1.02499127388	0.976000011	0.885299981	0.936500013	0.882200003	1.033800006	0.878499985	0.048762185	0.095130134	Q5MIZ7-3	Q5MIZ7-3	Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B	PPP4R3B	Q5MIZ7-3	Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B	PPP4R3B	Q5MIZ7-3	Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B	PPP4R3B
-1.10977303981781	0.27865669131279	0.831116318702698	NaN	0.916999996	0.936500013	NaN	0.932699978	1.025599957	0.01487844	0.067089013	H7C170				H7C170	Probable 18S rRNA (guanine-N(7))-methyltransferase (Fragment)	BUD23	H7C170	Probable 18S rRNA (guanine-N(7))-methyltransferase (Fragment)	BUD23
-0.328674763441086	-0.79429692029953	1.12297165393829	0.978100002	0.904999971	0.936399996	0.916000009	0.890299976	0.931500018	0.039018362	0.022802317	Q13561	Q13561	Dynactin subunit 2	DCTN2	Q13561	Dynactin subunit 2	DCTN2	Q13561	Dynactin subunit 2	DCTN2
-0.933785200119019	1.05513906478882	-0.121353827416897	0.922200024	0.943700016	0.936399996	1.092100024	1.070799947	1.117699981	0.011704283	0.021474285	P09496-2	P09496-2	Isoform Non-brain of Clathrin light chain A	CLTA	P09496-2	Isoform Non-brain of Clathrin light chain A	CLTA	P09496-2	Isoform Non-brain of Clathrin light chain A	CLTA
-1.14972639083862	0.482143253087997	0.667583107948303	0.925800025	0.94660002	0.93629998	0.993499994	0.932200015	1.055799961	0.01110851	0.062184117	A3RJH1	A3RJH1	ATP-dependent RNA helicase DDX1	DDX1	A3RJH1	ATP-dependent RNA helicase DDX1	DDX1	A3RJH1	ATP-dependent RNA helicase DDX1	DDX1
-1.04928863048553	0.94207102060318	0.107217587530613	0.962100029	0.887300014	0.93599999	1.021800041	1.046200037	1.057899952	0.040889748	0.017676689	E5RHG8	E5RHG8	Elongin-C (Fragment)	ELOC	E5RHG8	Elongin-C (Fragment)	ELOC	E5RHG8	Elongin-C (Fragment)	ELOC
-1.14716649055481	0.687630951404572	0.459535509347916	0.939300001	0.921700001	0.935899973	1.00909996	0.996299982	1.022400022	0.010013887	0.012930991	B4DJ51	B4DJ51	Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a	HEL-S-72	B4DJ51	Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a	HEL-S-72	B4DJ51	Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a	HEL-S-72
-0.510981738567352	1.1522479057312	-0.641266167163849	1.069100022	NaN	0.935599983	1.069000006	NaN	0.995700002	0.094177466	0.050206742	A8K1N6	A8K1N6	cDNA FLJ78370, highly similar to Homo sapiens bromodomain containing 8 (BRD8), transcript variant 1, mRNA					A8K1N6	cDNA FLJ78370, highly similar to Homo sapiens bromodomain containing 8 (BRD8), transcript variant 1, mRNA	
-0.950409352779388	-0.0927227735519409	1.04313206672668	0.851499975	0.879599988	0.935100019	0.931400001	0.872699976	0.989199996	0.047867909	0.062561046	A0A024R1K8	A0A024R1K8	Splicing factor 3a, subunit 1, 120kDa, isoform CRA_a	SF3A1	A0A024R1K8	Splicing factor 3a, subunit 1, 120kDa, isoform CRA_a	SF3A1	A0A024R1K8	Splicing factor 3a, subunit 1, 120kDa, isoform CRA_a	SF3A1
0.381517708301544	-1.13459849357605	0.753080725669861	1.021399975	0.946500003	0.935000002	0.789200008	0.71329999	0.728200018	0.048486308	0.054084881	Q7LG56	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RRM2B	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RRM2B	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RRM2B
-1.14449787139893	0.704888999462128	0.439608961343765	0.939800024	NaN	0.934800029	0.989700019	NaN	1.031299949	0.003772037	0.029109938	Q86UA1	Q86UA1	Pre-mRNA-processing factor 39	PRPF39				Q86UA1	Pre-mRNA-processing factor 39	PRPF39
-0.880772829055786	-0.206281527876854	1.0870543718338	0.84859997	0.883300006	0.934499979	0.923300028	0.864300013	0.996599972	0.048619837	0.071415837	A0A024R7L5	A0A024R7L5	UPF1 regulator of nonsense transcripts homolog (Yeast), isoform CRA_b	UPF1	A0A024R7L5	UPF1 regulator of nonsense transcripts homolog (Yeast), isoform CRA_b	UPF1	A0A024R7L5	UPF1 regulator of nonsense transcripts homolog (Yeast), isoform CRA_b	UPF1
-1.03540790081024	0.0750440508127213	0.960363864898682	0.963999987	0.908599973	0.934400022	0.970899999	0.881099999	0.970899999	0.029627772	0.055098715	Q9Y5Q8-2	Q9Y5Q8-2	Isoform 2 of General transcription factor 3C polypeptide 5	GTF3C5	Q9Y5Q8-2	Isoform 2 of General transcription factor 3C polypeptide 5	GTF3C5	Q9Y5Q8-2	Isoform 2 of General transcription factor 3C polypeptide 5	GTF3C5
-0.666484296321869	-0.483366101980209	1.14985036849976	0.889900029	0.880999982	0.934000015	0.901000023	0.813399971	0.990700006	0.031477762	0.098316614	Q15654	Q15654	Thyroid receptor-interacting protein 6	TRIP6	Q15654	Thyroid receptor-interacting protein 6	TRIP6	Q15654	Thyroid receptor-interacting protein 6	TRIP6
-0.622494339942932	-0.530997216701508	1.15349149703979	0.924300015	0.861599982	0.934000015	0.928200006	0.892199993	0.969399989	0.043347671	0.041539725	P62136	P62136	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PPP1CA	P62136	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PPP1CA	P62136	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PPP1CA
-0.867089867591858	1.0939359664917	-0.226846128702164	0.986500025	0.957099974	0.933899999	1.088500023	1.039000034	1.112100005	0.027483069	0.034547659	Q8TDH4	Q8TDH4	CLL-associated antigen KW-10		Q8TDH4	CLL-associated antigen KW-10		Q8TDH4	CLL-associated antigen KW-10	
-0.0508990325033665	-0.97357851266861	1.02447748184204	0.819400012	0.939100027	0.933799982	0.959999979	0.876999974	0.836399972	0.07536023	0.070696972	B3KN09	B3KN09	cDNA FLJ13173 fis, clone NT2RP3003831, highly similar to Endonuclease G-like 1 (EC 3.1.30.-)		B3KN09	cDNA FLJ13173 fis, clone NT2RP3003831, highly similar to Endonuclease G-like 1 (EC 3.1.30.-)		B3KN09	cDNA FLJ13173 fis, clone NT2RP3003831, highly similar to Endonuclease G-like 1 (EC 3.1.30.-)	
-0.146876722574234	-0.918438851833344	1.0653156042099	1.008999944	0.828299999	0.933700025	0.891499996	0.901799977	0.763300002	0.09826796	0.090544127	D4Q8H0	D4Q8H0	Mitogen-activated protein kinase kinase kinase MLT	pk	D4Q8H0	Mitogen-activated protein kinase kinase kinase MLT	pk	D4Q8H0	Mitogen-activated protein kinase kinase kinase MLT	pk
-1.05227875709534	0.93788206577301	0.114396706223488	0.92930001	NaN	0.933700025	1.017799973	NaN	1.07889998	0.003340075	0.041211647	Q15370	Q15370	Elongin-B	ELOB				Q15370	Elongin-B	ELOB
-0.97583681344986	1.02252745628357	-0.0466906391084194	0.984000027	0.960200012	0.932900012	1.045799971	0.995899975	1.067499995	0.02666224	0.035424452	P07814	P07814	Bifunctional glutamate/proline--tRNA ligase	EPRS	P07814	Bifunctional glutamate/proline--tRNA ligase	EPRS	P07814	Bifunctional glutamate/proline--tRNA ligase	EPRS
-0.262360483407974	-0.842665314674377	1.10502588748932	NaN	0.944199979	0.932799995	NaN	0.936600029	0.888199985	0.008589245	0.037509863	A0A024R9L1				A0A024R9L1	Aquarius homolog (Mouse), isoform CRA_b	AQR	A0A024R9L1	Aquarius homolog (Mouse), isoform CRA_b	AQR
0.464599758386612	-1.14778351783752	0.683183789253235	0.99150002	1.002599955	0.931100011	0.934000015	0.928799987	0.82249999	0.039462523	0.070301851	Q13330-3	Q13330-3	Isoform 3 of Metastasis-associated protein MTA1	MTA1	Q13330-3	Isoform 3 of Metastasis-associated protein MTA1	MTA1	Q13330-3	Isoform 3 of Metastasis-associated protein MTA1	MTA1
-1.09587359428406	0.863049209117889	0.232824400067329	0.908500016	0.863799989	0.930899978	1.043400049	0.993200004	1.092800021	0.03791286	0.047741301	Q53R19	Q53R19	Arp2/3 complex 34 kDa subunit	ARPC2	Q53R19	Arp2/3 complex 34 kDa subunit	ARPC2	Q53R19	Arp2/3 complex 34 kDa subunit	ARPC2
0.0351623110473156	-1.01711738109589	0.981955111026764	0.813399971	NaN	0.930800021	0.68900001	NaN	0.770900011	0.095189052	0.079337002	H7C561	H7C561	Splicing factor 1 (Fragment)	SF1	H7C561	Splicing factor 1 (Fragment)	SF1	H7C561	Splicing factor 1 (Fragment)	SF1
0.729835748672485	-1.13984036445618	0.410004615783691	1.024000049	1.112599969	0.930400014	0.883700013	0.997200012	0.868200004	0.089121041	0.07685942	O75151	O75151	Lysine-specific demethylase PHF2	PHF2	O75151	Lysine-specific demethylase PHF2	PHF2	O75151	Lysine-specific demethylase PHF2	PHF2
-0.883984208106995	1.08536517620087	-0.201380968093872	0.962499976	0.916599989	0.930400014	1.149500012	1.092300057	1.131199956	0.025146983	0.025981323	V9HWH7	V9HWH7	Epididymis secretory sperm binding protein Li 70p	HEL-S-70p	V9HWH7	Epididymis secretory sperm binding protein Li 70p	HEL-S-70p	V9HWH7	Epididymis secretory sperm binding protein Li 70p	HEL-S-70p
-0.998450994491577	1.00154185295105	-0.00309084542095661	NaN	0.854900002	0.930400014	NaN	1.173400044	1.043300033	0.059806833	0.083001396	Q86Y37				Q86Y37	CDK2-associated and cullin domain-containing protein 1	CACUL1	Q86Y37	CDK2-associated and cullin domain-containing protein 1	CACUL1
-0.231383144855499	-0.864025950431824	1.09540903568268	0.909399986	0.890699983	0.930299997	0.86619997	0.815699995	0.922500014	0.021766251	0.061541529	A0A024R566	A0A024R566	Splicing factor 1, isoform CRA_a	SF1	A0A024R566	Splicing factor 1, isoform CRA_a	SF1	A0A024R566	Splicing factor 1, isoform CRA_a	SF1
0.301186770200729	-1.11597669124603	0.814789891242981	0.828800023	0.931100011	0.929799974	0.693000019	0.791899979	0.736100018	0.065462212	0.066977527	B4E2D6	B4E2D6	cDNA FLJ61066, highly similar to Segment polarity protein dishevelled homolog DVL-2		B4E2D6	cDNA FLJ61066, highly similar to Segment polarity protein dishevelled homolog DVL-2		B4E2D6	cDNA FLJ61066, highly similar to Segment polarity protein dishevelled homolog DVL-2	
-0.776805520057678	1.12828779220581	-0.351482301950455	0.9472	0.960699975	0.929799974	1.120599985	1.199100018	1.183699965	0.016376961	0.035618531	O14561	O14561	Acyl carrier protein, mitochondrial	NDUFAB1	O14561	Acyl carrier protein, mitochondrial	NDUFAB1	O14561	Acyl carrier protein, mitochondrial	NDUFAB1
-1.10252213478088	0.254051357507706	0.8484708070755	NaN	0.872099996	0.92900002	NaN	0.933399975	1.006000042	0.044677578	0.052940084	B4DLS8				B4DLS8	cDNA FLJ55983, highly similar to U4/U6 small nuclear ribonucleoprotein Prp3		B4DLS8	cDNA FLJ55983, highly similar to U4/U6 small nuclear ribonucleoprotein Prp3	
-1.08072197437286	0.892539918422699	0.188182070851326	0.969799995	0.91869998	0.928300023	1.039800048	1.026100039	1.04429996	0.028925221	0.009143718	P50402	P50402	Emerin	EMD	P50402	Emerin	EMD	P50402	Emerin	EMD
-0.866790592670441	-0.227290377020836	1.09408092498779	0.924300015	NaN	0.927600026	0.943799973	NaN	0.956399977	0.002520072	0.009377486	B4DDF7	B4DDF7	cDNA FLJ53296, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform					B4DDF7	cDNA FLJ53296, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	
-1.09811806678772	0.239862367510796	0.858255684375763	0.912999988	0.787599981	0.927399993	0.972500026	0.908800006	0.999199986	0.087779087	0.04837164	H3BRD2	H3BRD2	Sulfhydryl oxidase (Fragment)	GFER	H3BRD2	Sulfhydryl oxidase (Fragment)	GFER	H3BRD2	Sulfhydryl oxidase (Fragment)	GFER
-0.687763690948486	-0.459383904933929	1.14714753627777	0.888800025	0.906799972	0.926900029	0.863499999	0.91839999	1.021900058	0.021002365	0.086061467	Q9NY12-2	Q9NY12-2	Isoform 2 of H/ACA ribonucleoprotein complex subunit 1	GAR1	Q9NY12-2	Isoform 2 of H/ACA ribonucleoprotein complex subunit 1	GAR1	Q9NY12-2	Isoform 2 of H/ACA ribonucleoprotein complex subunit 1	GAR1
-0.868828177452087	1.0930894613266	-0.224261254072189	0.970799983	0.895500004	0.926900029	1.220100045	1.149399996	1.146399975	0.040622774	0.035591203	Q6FGX9	Q6FGX9	Adenylate kinase isoenzyme 1	AK1	Q6FGX9	Adenylate kinase isoenzyme 1	AK1	Q6FGX9	Adenylate kinase isoenzyme 1	AK1
0.207795262336731	-1.0875723361969	0.879777014255524	NaN	0.952899992	0.926800013	NaN	0.833700001	0.814100027	0.019636615	0.016821549	Q9Y2B0				Q9Y2B0	Protein canopy homolog 2	CNPY2	Q9Y2B0	Protein canopy homolog 2	CNPY2
-0.476979106664658	-0.672206997871399	1.14918613433838	1.038599968	0.898000002	0.926699996	0.810299993	0.922200024	0.917900026	0.077836315	0.071763517	P61962	P61962	DDB1- and CUL4-associated factor 7	DCAF7	P61962	DDB1- and CUL4-associated factor 7	DCAF7	P61962	DDB1- and CUL4-associated factor 7	DCAF7
-1.12142324447632	0.799054741859436	0.32236847281456	0.900399983	1.054800034	0.926400006	1.144999981	1.024299979	1.020099998	0.086062539	0.066717599	P14854	P14854	Cytochrome c oxidase subunit 6B1	COX6B1	P14854	Cytochrome c oxidase subunit 6B1	COX6B1	P14854	Cytochrome c oxidase subunit 6B1	COX6B1
-1.01335191726685	0.986090660095215	0.0272611770778894	0.855300009	0.957899988	0.926199973	1.034500003	1.085999966	1.067999959	0.057530751	0.024590725	A0A024QYR8	A0A024QYR8	Transmembrane 9 superfamily member	TM9SF2	A0A024QYR8	Transmembrane 9 superfamily member	TM9SF2	A0A024QYR8	Transmembrane 9 superfamily member	TM9SF2
-0.744010806083679	-0.392740249633789	1.13675105571747	0.817600012	NaN	0.925400019	0.933700025	NaN	0.857299984	0.087465421	0.060327177	A0A024R8M0	A0A024R8M0	Guanine nucleotide binding protein (G protein), alpha 13, isoform CRA_a	GNA13				A0A024R8M0	Guanine nucleotide binding protein (G protein), alpha 13, isoform CRA_a	GNA13
-0.0622875355184078	-0.967400252819061	1.02968776226044	0.958100021	0.916400015	0.925199986	0.875100017	0.857500017	0.863200009	0.023552604	0.010378493	Q13867	Q13867	Bleomycin hydrolase	BLMH	Q13867	Bleomycin hydrolase	BLMH	Q13867	Bleomycin hydrolase	BLMH
-1.09872996807098	0.856927037239075	0.241802901029587	0.859000027	0.842700005	0.925100029	1.064700007	1.01760006	1.069900036	0.049835675	0.027420696	Q15046	Q15046	Lysine--tRNA ligase	KARS	Q15046	Lysine--tRNA ligase	KARS	Q15046	Lysine--tRNA ligase	KARS
0.0160417668521404	-1.0079243183136	0.991882622241974	1.031599998	0.963500023	0.925000012	0.953299999	0.925199986	0.819500029	0.055457595	0.078447928	A0A024RBE7	A0A024RBE7	Thymopoietin, isoform CRA_c	TMPO	A0A024RBE7	Thymopoietin, isoform CRA_c	TMPO	A0A024RBE7	Thymopoietin, isoform CRA_c	TMPO
-0.858650863170624	-0.239284351468086	1.09793519973755	0.910600007	0.881799996	0.924499989	0.879499972	0.938899994	0.956700027	0.024048324	0.043701058	P09132	P09132	Signal recognition particle 19 kDa protein	SRP19	P09132	Signal recognition particle 19 kDa protein	SRP19	P09132	Signal recognition particle 19 kDa protein	SRP19
-0.923543274402618	1.06202232837677	-0.138479009270668	NaN	0.950500011	0.924399972	NaN	1.067800045	1.12349999	0.019686933	0.035947436	A0A024RD15	A0A024RD15	Mitogen-activated protein kinase	MAPK14	A0A024RD15	Mitogen-activated protein kinase	MAPK14	A0A024RD15	Mitogen-activated protein kinase	MAPK14
-0.982902109622955	1.01626300811768	-0.0333609394729137	0.932099998	0.850000024	0.924099982	1.112400055	1.083899975	1.081099987	0.050182664	0.015853565	Q9H444	Q9H444	Charged multivesicular body protein 4b	CHMP4B	Q9H444	Charged multivesicular body protein 4b	CHMP4B	Q9H444	Charged multivesicular body protein 4b	CHMP4B
-1.15255606174469	0.515361726284027	0.637194395065308	0.833999991	0.808300018	0.922399998	0.988699973	0.956700027	1.039299965	0.070010989	0.041861032	A0A024R4T4	A0A024R4T4	Ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast), isoform CRA_a	UBE2M	A0A024R4T4	Ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast), isoform CRA_a	UBE2M	A0A024R4T4	Ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast), isoform CRA_a	UBE2M
